project_id,sprint,velocity,progress,blocked,reopened,scope_change,defects,lead_time,throughput,delay
32,3,59.4,52.44,3,1,6.13,4,4.56,19.61,1
51,10,65.3,70.89,1,1,13.64,3,6.78,37.37,0
44,12,80.32,79.53,0,1,2.17,4,4.4,30.51,0
18,3,75.48,42.63,2,0,10.0,5,13.25,28.4,1
6,6,32.67,82.22,2,0,8.69,2,7.27,32.32,1
18,12,25.84,69.38,6,0,14.23,2,8.34,31.9,1
19,6,54.9,75.66,1,0,19.91,0,12.0,36.24,1
22,3,29.69,70.66,1,0,2.2,5,11.75,39.39,1
37,3,21.1,63.7,4,0,10.14,4,8.04,24.35,1
32,8,54.74,73.34,4,1,3.05,6,11.99,33.95,0
56,8,58.51,67.37,1,2,11.01,1,16.84,24.22,1
41,7,75.67,69.64,1,1,9.73,2,14.21,15.52,0
59,10,61.53,61.79,1,1,5.74,3,9.53,36.8,1
3,4,78.79,83.05,1,1,7.83,3,13.54,24.35,1
28,4,55.33,93.55,2,1,16.04,1,4.71,26.73,0
10,3,32.96,61.9,3,3,9.7,3,9.09,23.24,1
51,5,62.33,73.25,4,3,9.45,2,9.26,28.88,1
35,3,70.01,58.57,2,2,10.94,1,11.93,18.94,0
29,8,55.87,80.82,0,1,9.62,4,3.48,37.98,0
54,7,71.76,78.36,0,0,2.76,4,12.65,37.55,0
15,3,48.15,66.32,1,2,5.95,2,2.38,33.91,0
33,9,58.19,73.76,2,2,4.99,2,21.42,34.29,1
7,12,47.39,87.98,1,2,6.56,0,3.73,32.05,1
12,5,85.69,50.89,2,1,2.53,5,8.8,21.6,1
49,9,62.62,55.62,3,2,8.95,2,18.16,26.05,1
30,7,33.25,83.73,1,0,8.49,1,13.63,40.93,1
21,7,77.79,75.82,2,2,4.28,2,16.64,12.9,0
31,6,39.0,73.95,3,0,4.83,2,10.85,28.84,1
58,2,50.21,89.14,0,0,5.07,5,16.44,32.53,1
24,9,57.02,85.57,2,0,9.41,5,14.2,23.53,0
20,6,58.25,100.0,2,1,5.95,1,13.6,33.0,1
37,8,57.26,88.42,2,1,5.38,2,8.02,22.72,1
4,1,33.0,82.89,1,1,8.14,1,11.1,25.04,1
28,5,57.31,74.19,2,2,3.08,2,8.83,37.31,1
44,12,66.51,72.84,3,0,3.24,2,11.37,29.64,1
20,1,66.08,74.95,4,0,10.63,4,3.16,28.57,1
24,10,30.47,78.34,5,2,6.39,2,13.16,38.14,1
50,11,40.17,56.9,2,1,11.68,0,13.8,27.88,1
49,8,34.33,78.95,3,2,6.66,0,10.74,41.06,1
51,8,55.1,71.35,0,1,2.06,2,10.85,39.44,0
32,1,26.73,80.36,2,1,6.31,3,11.16,27.77,1
41,9,33.16,66.33,4,1,5.14,1,10.13,25.62,1
36,2,40.02,65.11,1,1,2.34,5,15.44,34.9,0
58,12,23.05,78.46,1,0,7.01,2,9.61,40.91,1
53,9,49.58,82.16,1,0,4.84,4,14.38,27.09,0
34,1,18.4,65.94,1,1,7.26,4,10.74,46.81,1
36,12,57.28,94.79,6,2,6.88,3,9.45,34.27,1
2,10,44.04,94.69,1,2,10.83,2,19.17,29.08,1
15,9,40.64,51.27,2,0,1.61,5,6.32,17.84,1
34,4,43.09,63.34,1,2,6.84,3,7.18,20.84,1
36,9,49.09,76.74,2,2,3.52,3,10.85,30.25,1
6,7,58.89,80.56,4,1,15.88,3,4.72,41.73,0
39,11,69.76,100.0,1,3,3.75,5,4.54,21.22,0
42,6,65.21,77.11,1,1,5.28,2,13.86,34.1,0
51,5,83.48,73.25,2,2,3.18,3,14.72,18.86,1
51,11,60.13,57.93,1,2,4.88,1,7.38,43.12,0
58,9,52.1,51.22,5,1,3.18,0,5.29,14.54,1
54,2,43.14,72.99,1,1,8.54,1,10.76,18.59,1
12,11,43.64,100.0,0,0,7.57,5,9.31,34.19,0
3,12,58.09,71.82,6,1,9.61,2,5.0,30.44,1
45,2,35.01,63.41,6,1,23.06,3,13.45,37.05,1
18,11,53.43,81.78,1,0,12.61,4,8.81,20.02,1
40,12,49.72,44.92,1,1,5.3,3,12.08,27.02,0
21,9,39.08,76.19,2,1,5.18,2,9.01,38.95,1
15,12,34.23,87.37,4,1,6.33,3,9.76,31.39,1
33,3,87.87,60.79,2,1,20.61,8,3.56,19.37,0
35,8,29.05,95.53,0,1,15.82,2,17.8,30.29,1
26,11,48.98,84.9,3,0,8.19,4,11.04,31.96,1
8,9,68.34,95.67,1,2,13.06,6,10.33,29.6,0
36,8,57.94,54.36,1,0,4.41,0,11.24,47.95,0
48,4,42.9,72.29,4,0,13.35,4,2.76,33.91,0
30,12,32.12,88.83,3,1,9.61,1,10.58,40.84,1
23,1,51.95,52.53,1,1,2.89,4,4.27,42.84,0
42,4,10.41,89.21,4,3,2.31,2,8.19,20.3,1
44,9,52.55,72.3,2,3,6.4,3,8.22,24.29,1
14,2,50.52,89.09,2,0,6.37,1,11.92,37.25,1
14,3,66.05,78.26,3,2,10.14,1,9.29,32.16,1
2,10,32.85,96.16,0,2,4.91,3,5.26,37.53,0
55,8,45.15,55.62,2,1,9.86,6,15.89,23.87,1
37,6,56.55,79.94,1,1,1.13,3,5.33,28.16,0
5,8,53.08,52.33,1,0,6.84,3,12.15,27.06,1
38,7,29.86,81.29,0,0,9.5,4,12.67,28.52,1
45,5,40.29,79.92,0,0,6.26,3,10.87,24.43,0
41,9,71.0,70.72,5,0,5.55,1,10.53,29.58,0
54,4,53.89,63.24,2,1,1.36,3,12.67,49.33,1
47,6,25.04,70.12,3,0,7.38,0,8.9,53.85,0
14,2,63.25,76.46,3,1,12.89,2,13.7,42.04,0
56,2,26.01,79.26,4,1,16.67,2,8.68,23.18,0
39,2,45.39,100.0,3,0,2.37,1,13.07,18.67,1
25,10,58.45,88.1,3,1,1.21,4,11.92,52.6,1
20,7,68.21,66.2,1,0,7.86,2,10.93,16.17,0
2,2,14.93,83.69,3,0,6.05,3,3.31,28.69,1
39,12,60.67,88.22,1,2,4.08,3,11.93,41.91,1
6,2,62.93,65.16,0,1,2.83,4,7.34,25.75,1
17,9,41.64,85.53,1,1,4.22,1,11.36,32.99,1
59,7,51.36,52.7,1,0,7.38,3,13.01,26.04,1
25,11,10.0,64.61,1,1,8.41,3,8.83,23.08,0
57,3,10.0,53.64,2,0,5.55,3,3.84,40.3,1
28,3,66.63,71.83,2,1,11.31,2,11.81,15.17,1
2,7,41.92,67.9,3,0,12.9,4,8.02,25.19,0
35,5,44.81,69.05,1,0,6.9,1,15.55,26.23,0
37,10,53.52,87.23,1,1,10.07,4,4.28,41.58,0
5,6,44.51,76.36,2,2,1.46,6,11.58,25.84,1
1,12,43.12,87.0,1,0,16.71,2,9.4,22.92,1
40,8,55.92,99.4,3,2,11.36,6,9.55,32.02,1
12,9,27.57,100.0,3,0,13.57,1,13.72,19.97,0
56,1,67.4,72.9,2,0,5.79,5,11.09,44.5,0
36,3,46.55,83.02,4,1,7.6,1,10.2,25.27,0
45,11,34.92,72.68,1,0,10.69,1,8.43,30.1,1
23,7,32.9,90.21,1,0,4.87,2,10.06,33.07,1
47,6,50.64,87.3,1,0,6.44,2,2.93,31.16,0
31,7,45.4,65.09,5,0,6.95,5,8.92,25.48,1
11,8,26.77,67.3,0,0,10.03,3,8.06,16.25,1
10,6,40.97,95.79,5,1,5.59,1,10.05,34.04,1
3,3,37.86,66.76,2,2,1.95,4,10.3,28.35,1
54,2,68.93,73.32,4,0,3.95,3,9.73,28.93,1
14,12,51.96,85.13,4,1,5.52,2,10.88,30.69,1
16,7,73.54,72.52,3,1,5.52,3,8.57,40.7,0
10,12,39.35,98.01,1,1,9.15,3,1.54,5.0,1
29,12,45.63,90.5,2,2,8.67,3,1.0,21.73,0
10,12,55.8,61.74,1,1,2.56,4,9.06,36.96,0
12,11,59.06,66.22,2,1,9.49,4,3.06,35.68,0
30,1,60.81,83.81,0,1,9.86,4,21.99,25.74,1
41,3,36.68,74.22,2,0,5.6,1,9.44,27.16,1
1,12,37.1,45.89,2,1,0.89,3,18.09,15.06,1
5,11,44.67,60.44,1,1,22.59,4,4.4,32.44,0
20,4,72.21,78.51,0,1,11.62,4,13.24,49.16,0
8,1,34.99,88.36,1,1,1.54,4,8.98,30.23,1
43,5,42.1,88.57,0,0,0.98,4,3.7,38.6,0
12,10,60.95,100.0,2,0,3.96,2,9.96,35.26,0
1,3,60.15,64.63,3,2,14.54,3,6.39,25.36,1
57,2,58.33,65.35,2,2,10.31,5,13.86,23.41,1
54,3,51.21,74.62,0,0,0.83,4,7.99,36.17,0
20,8,34.02,49.86,1,1,1.05,4,5.71,22.78,0
28,6,39.64,74.95,2,0,3.61,2,13.44,41.01,1
57,7,66.9,72.07,4,1,3.58,2,17.25,34.45,1
43,12,61.6,86.88,4,2,15.67,4,9.28,30.62,1
37,6,29.98,89.42,1,1,2.86,2,9.95,24.55,1
47,6,63.04,80.36,1,1,14.98,3,8.54,31.29,0
37,12,69.63,75.04,1,1,7.72,5,6.1,32.54,0
12,3,50.81,80.46,1,0,10.08,2,9.92,21.24,0
37,12,56.39,63.11,4,0,2.88,2,10.8,31.62,1
49,8,65.17,73.76,3,4,2.94,3,3.48,42.1,0
49,12,39.56,75.25,1,1,22.59,3,3.65,27.23,1
56,7,84.94,73.87,2,1,10.67,1,5.91,27.64,0
44,7,68.35,72.43,4,1,8.39,3,5.87,22.2,0
56,6,57.86,65.68,1,4,4.09,3,6.94,37.08,0
28,5,49.48,59.62,2,0,1.98,3,17.67,21.03,1
47,10,57.42,71.92,3,1,1.23,0,11.55,10.84,1
15,8,26.6,83.92,0,0,11.48,4,9.18,26.42,1
6,5,81.23,48.94,3,0,2.54,5,10.35,24.54,0
44,9,66.93,67.54,1,1,12.73,2,9.83,38.86,1
59,9,71.96,100.0,2,0,9.41,4,8.66,37.11,0
20,1,50.46,72.11,1,2,3.28,1,9.63,24.55,0
50,6,44.6,77.27,2,2,11.16,1,7.46,20.02,1
14,7,39.89,100.0,1,0,8.01,2,8.15,16.87,1
2,3,62.2,79.79,1,0,8.02,1,9.32,29.77,0
9,7,42.31,80.13,1,2,19.29,3,10.37,25.83,1
37,11,47.19,61.35,1,1,5.4,7,9.44,37.66,1
20,11,58.2,79.69,1,0,1.83,2,6.18,34.37,0
26,7,40.11,74.78,2,0,3.31,3,14.0,27.2,1
29,11,65.66,88.87,1,0,4.48,4,8.61,31.47,1
1,2,49.73,94.16,2,0,11.12,3,6.42,50.49,0
55,7,27.38,75.45,0,0,5.05,6,20.29,23.04,1
35,1,39.95,80.73,3,1,4.63,4,1.0,23.17,0
6,5,69.62,46.65,4,1,4.12,1,10.28,16.71,0
37,9,35.94,41.47,2,2,10.51,2,8.68,26.31,1
53,7,63.41,91.4,1,0,5.82,5,15.77,31.1,1
59,7,51.83,37.58,2,2,1.24,3,15.25,34.1,1
5,11,47.42,79.91,5,1,8.67,5,11.78,24.17,1
33,12,87.69,72.4,3,1,14.26,2,10.49,32.43,1
49,2,30.74,93.47,2,2,4.51,4,5.98,6.38,1
51,8,38.9,74.47,0,1,8.18,6,14.61,16.51,1
14,3,49.65,100.0,2,2,3.04,3,8.86,34.67,0
12,8,86.24,71.94,1,2,4.74,2,15.23,35.63,1
42,3,49.68,92.2,1,0,1.62,2,10.7,45.93,1
20,10,54.11,52.53,3,1,7.29,3,7.93,24.08,1
53,7,44.96,40.47,1,0,6.98,1,12.6,27.99,1
50,2,55.38,74.58,4,1,1.29,1,9.29,26.63,1
24,4,45.89,53.99,3,0,17.33,3,8.54,35.35,1
59,11,60.43,74.1,4,1,3.26,1,9.49,22.18,1
43,6,61.61,68.8,3,0,2.27,1,12.54,32.78,0
34,11,46.49,84.08,0,1,4.18,5,11.72,38.97,0
25,9,33.12,59.03,2,1,8.78,1,6.18,39.54,0
50,5,51.4,81.37,5,1,2.41,4,15.15,47.3,1
29,9,71.03,87.96,2,0,11.34,1,5.58,16.45,0
57,5,37.6,71.91,3,0,2.99,4,9.68,34.26,1
39,10,55.01,82.17,1,0,5.67,3,7.86,20.92,1
31,8,31.91,60.32,1,1,14.2,7,12.56,13.53,1
56,1,34.4,69.26,0,1,3.74,8,8.08,13.12,1
47,7,69.51,54.87,2,0,9.74,4,14.48,36.54,0
43,4,60.37,100.0,2,0,3.66,2,13.71,24.31,0
50,5,55.23,93.43,2,0,9.6,1,7.32,21.57,1
23,6,15.17,99.9,2,0,2.25,3,13.68,40.04,1
44,5,41.71,93.22,4,0,7.83,3,15.62,26.18,1
38,12,59.1,65.05,2,0,3.57,4,11.59,31.84,1
20,1,28.26,51.98,2,2,4.61,2,11.29,13.49,1
23,12,44.69,68.64,2,0,5.38,0,10.57,32.69,0
45,9,61.5,82.13,1,2,13.2,2,12.07,31.49,0
52,2,27.33,70.65,1,2,4.51,4,8.99,36.48,0
16,9,24.81,41.48,3,2,13.5,2,7.17,25.14,1
50,10,27.59,86.21,1,2,2.35,1,13.37,34.3,1
42,2,55.02,51.03,1,2,13.46,3,12.85,21.06,1
55,9,41.65,68.66,0,2,16.65,5,9.24,31.43,1
8,6,63.17,100.0,1,2,2.33,4,9.99,47.08,0
50,11,51.82,75.74,4,2,9.73,2,10.66,20.29,1
21,9,78.21,91.15,3,0,3.54,4,16.22,25.59,0
1,6,31.44,80.2,2,0,7.45,5,5.42,32.68,0
55,6,54.98,59.87,2,1,5.16,4,11.17,25.86,0
8,11,38.07,85.94,0,0,19.66,3,10.95,31.23,0
29,2,59.0,74.05,1,2,10.63,7,13.75,23.46,1
32,8,51.8,52.71,0,2,3.49,5,8.38,29.61,0
38,3,35.1,50.2,2,3,7.03,3,8.98,25.28,1
5,7,47.64,80.75,4,0,5.37,2,13.55,33.8,0
47,5,51.1,100.0,6,0,2.15,2,6.9,20.88,0
22,3,41.01,58.86,3,0,1.46,4,13.89,22.66,1
47,1,60.91,60.65,1,0,3.67,4,7.57,17.49,1
34,8,34.53,80.97,3,0,9.93,2,7.56,35.63,0
1,3,81.37,55.29,3,1,16.62,4,11.48,44.14,1
55,2,64.31,100.0,2,0,8.79,4,9.36,39.53,0
55,1,55.23,62.01,2,1,8.89,2,10.99,40.82,1
26,4,92.68,67.52,0,0,11.75,2,12.74,32.33,0
43,8,45.36,62.93,2,1,4.52,7,14.86,33.24,1
10,3,59.17,89.02,2,1,14.05,2,6.53,27.54,1
30,1,53.34,100.0,2,2,3.2,4,9.73,31.32,1
50,4,61.96,64.45,2,1,7.12,1,10.3,31.12,0
18,9,72.44,88.0,0,0,8.81,1,13.9,19.93,1
17,1,58.23,55.41,4,0,10.15,3,9.76,31.36,0
26,12,65.63,89.39,1,1,8.21,6,5.97,9.19,0
8,11,41.74,100.0,3,2,1.94,2,8.96,20.98,1
47,2,46.91,96.79,1,3,9.44,1,6.73,41.8,1
40,9,74.57,76.99,2,3,3.97,4,8.62,27.9,0
49,2,58.95,59.51,3,2,8.71,4,7.79,40.79,1
12,3,53.72,75.01,0,1,6.67,4,7.68,31.51,1
27,7,38.7,70.34,4,0,1.04,4,12.7,9.26,1
8,3,64.5,68.3,5,0,9.74,1,4.96,41.52,0
25,9,38.28,78.1,3,0,12.17,3,12.58,30.4,1
46,6,33.86,74.0,2,2,2.27,2,15.66,30.84,1
4,3,51.72,85.62,3,0,4.15,4,12.69,16.17,1
33,9,13.96,85.72,1,0,6.6,3,9.1,35.59,0
1,1,59.17,74.06,4,1,8.51,4,12.9,40.35,1
19,10,55.65,81.48,1,0,2.25,3,5.28,41.59,0
31,3,44.71,94.82,1,2,17.04,4,8.96,31.87,1
16,1,46.07,67.03,3,1,5.18,1,7.38,48.02,0
14,2,48.21,75.24,2,0,8.08,2,10.73,25.43,1
53,12,38.16,59.57,3,1,12.08,2,8.18,16.04,1
48,8,52.77,82.2,3,1,7.86,2,5.92,42.03,0
5,7,46.26,77.98,5,1,3.35,3,7.07,33.5,0
41,2,51.69,81.91,4,1,2.92,4,5.78,5.0,1
26,2,47.66,60.17,2,2,2.98,3,5.27,45.87,0
28,9,44.71,86.48,2,5,4.93,3,10.18,25.3,1
2,6,54.18,76.53,0,3,2.14,4,13.14,44.39,0
50,5,61.72,90.44,3,2,8.97,6,12.18,29.62,1
6,10,42.13,68.43,0,0,5.67,4,5.47,24.3,0
9,6,55.93,85.24,3,0,3.62,1,6.83,29.42,0
33,9,57.79,81.68,1,4,17.67,8,6.01,34.28,1
41,11,30.74,97.87,3,0,8.53,0,4.18,36.58,0
25,7,64.65,73.26,2,1,7.03,2,1.23,25.1,1
48,10,80.85,66.68,1,0,9.81,3,3.44,19.86,0
13,10,48.68,67.59,3,1,1.99,5,11.09,29.67,1
9,9,47.43,58.38,2,1,7.22,2,9.01,22.59,1
53,4,46.8,67.45,2,3,6.39,0,10.65,16.85,1
13,2,59.31,39.89,3,1,4.96,6,10.43,28.22,1
31,12,57.66,95.53,1,0,0.95,5,18.13,24.22,1
41,8,26.14,100.0,3,0,3.51,4,11.21,22.87,1
11,4,37.01,72.79,3,4,10.9,8,12.18,20.04,1
4,9,57.61,81.57,2,2,5.51,1,15.87,42.06,1
34,4,47.82,77.46,2,0,17.76,4,11.24,15.1,1
38,8,32.51,55.3,2,0,5.69,3,17.41,34.58,1
46,9,72.5,90.39,2,1,14.84,2,10.91,34.24,1
4,9,38.0,92.63,1,0,8.31,2,9.81,37.87,0
38,10,50.54,59.39,1,1,7.34,2,14.98,34.13,1
19,4,47.43,79.95,3,0,4.41,1,9.67,22.7,0
6,1,33.82,71.06,7,1,3.3,4,3.84,37.02,1
34,3,52.77,92.85,6,1,11.96,7,12.65,14.08,1
18,9,55.88,73.76,1,0,6.94,6,4.96,42.64,0
13,4,42.98,74.16,0,1,11.78,4,5.99,37.36,1
41,5,44.96,100.0,2,0,10.84,2,13.03,6.62,1
23,7,59.01,55.72,4,0,10.81,5,15.13,31.56,1
19,5,20.37,78.72,0,0,10.73,3,6.57,28.42,1
45,4,37.32,76.33,4,1,8.16,1,11.5,34.27,1
11,2,53.2,65.95,0,0,14.32,4,9.89,19.76,0
1,2,42.1,100.0,2,1,17.65,3,3.38,18.65,1
24,4,41.88,80.05,1,0,4.59,3,9.15,34.56,0
54,10,63.53,85.08,3,2,13.06,4,14.18,40.97,1
7,10,40.5,87.22,1,0,4.23,4,8.83,24.99,0
25,9,79.69,70.19,2,1,4.47,0,5.81,24.81,0
21,8,23.68,93.63,1,0,9.61,6,15.67,28.04,1
15,3,16.82,90.61,1,0,10.98,3,3.91,20.56,0
1,9,63.18,73.17,2,0,5.84,1,5.12,8.39,0
12,5,35.24,89.07,3,0,2.93,1,11.1,26.61,1
58,11,35.49,93.6,5,0,1.13,2,11.68,45.6,1
7,3,64.77,86.93,1,1,7.5,1,7.32,14.88,1
15,5,42.54,62.47,3,1,8.71,3,4.38,8.36,1
21,10,63.66,73.61,2,0,19.1,2,13.45,46.68,0
19,4,40.84,82.13,3,2,10.47,2,6.24,44.64,0
29,8,55.44,78.78,1,0,2.94,4,5.01,29.82,0
25,12,42.33,63.82,5,1,2.44,2,6.07,35.92,1
33,5,36.2,70.7,3,1,9.44,5,9.81,30.21,1
49,10,75.96,80.28,3,1,2.7,0,9.11,10.69,1
32,12,66.75,52.36,0,0,8.57,4,7.37,35.86,0
49,8,39.1,75.29,3,0,8.32,2,9.3,38.17,1
35,9,47.32,85.45,1,3,4.89,0,12.97,32.99,0
44,4,72.14,79.24,3,1,6.79,2,12.21,13.36,1
38,7,35.18,62.14,2,1,3.52,2,15.78,5.0,1
26,2,35.99,64.78,4,3,9.94,0,8.7,19.04,0
11,6,57.05,97.3,4,0,5.52,4,13.03,13.6,1
35,8,84.06,60.94,3,2,14.9,0,12.03,16.95,1
8,12,50.81,92.79,4,2,7.21,3,7.95,28.18,0
46,7,65.75,65.68,0,2,8.7,5,15.76,55.29,1
14,7,34.74,91.95,1,0,15.87,3,18.98,26.39,1
10,8,55.42,83.12,3,0,14.75,9,9.53,20.41,1
2,7,44.61,69.78,2,0,8.44,3,9.46,31.5,0
46,5,78.0,48.5,3,2,15.02,4,12.62,29.88,1
9,7,73.98,80.98,4,0,1.03,1,6.95,42.29,0
3,10,84.19,77.72,3,1,4.9,4,12.91,10.9,0
21,3,39.57,81.21,6,3,4.2,1,16.8,17.81,1
26,5,50.53,83.09,0,0,4.91,4,12.87,39.32,0
8,7,55.63,55.29,0,1,9.59,3,7.9,43.97,0
48,9,40.15,80.9,3,1,9.19,4,11.74,35.85,1
2,2,51.97,86.14,2,2,7.4,3,10.93,29.01,1
6,4,63.63,85.96,3,2,7.85,2,4.82,51.86,0
28,12,41.74,56.2,3,1,13.01,4,13.34,41.57,1
53,7,39.45,92.31,1,3,15.33,3,8.08,36.32,1
29,1,38.46,81.43,1,0,5.98,0,16.16,43.27,1
26,2,29.84,83.33,1,3,4.06,1,15.55,25.45,1
25,9,62.81,61.56,4,1,14.63,1,15.69,35.75,1
12,10,39.41,86.36,1,2,3.5,3,11.39,18.9,0
5,7,37.83,49.14,7,0,5.22,0,13.05,42.2,1
34,12,57.94,62.28,4,1,9.93,5,13.81,32.4,1
48,10,49.84,94.0,1,2,16.66,9,16.74,30.03,1
37,7,42.12,85.63,2,0,11.57,6,8.8,44.79,1
15,6,62.16,79.37,1,2,5.59,3,7.59,28.92,0
44,3,41.52,89.16,1,0,5.36,3,3.48,33.89,1
36,10,17.35,90.2,6,0,12.42,1,8.94,26.38,1
15,3,70.0,86.37,1,1,8.37,1,10.18,27.42,0
43,2,37.58,71.74,1,2,5.81,5,4.93,21.45,1
48,11,39.22,61.83,0,2,4.17,2,11.7,40.38,1
23,6,39.28,65.05,4,0,5.87,2,14.24,38.57,0
6,4,50.89,96.16,2,1,10.0,3,6.83,38.25,1
46,5,45.89,55.87,0,1,3.01,6,11.72,13.7,1
50,3,64.82,82.36,2,2,13.29,2,9.09,27.09,1
44,6,74.68,82.39,6,1,7.64,6,10.7,19.77,0
59,11,39.81,97.02,3,3,8.47,2,12.58,20.61,1
43,12,35.93,82.34,1,0,15.51,3,8.51,29.74,1
45,3,42.17,68.65,1,1,13.0,1,8.28,38.54,1
21,8,56.59,68.89,1,1,10.29,2,5.89,28.74,0
23,9,48.25,74.91,1,1,3.93,5,7.01,13.46,1
43,4,42.49,91.99,3,0,0.47,3,11.84,38.12,1
55,9,30.54,87.1,4,1,3.92,2,10.63,30.55,1
16,12,16.87,58.71,0,1,22.1,1,5.23,16.28,1
47,7,34.93,79.18,2,0,3.45,1,6.78,26.91,0
53,3,68.97,87.38,3,0,1.74,3,10.71,28.83,0
15,7,56.54,71.44,0,0,11.15,3,16.15,36.52,0
25,1,47.13,42.6,4,0,8.1,2,7.49,36.34,1
36,3,60.95,72.05,0,1,11.95,1,5.17,40.14,0
11,6,30.68,52.72,4,0,8.7,2,7.03,22.15,1
51,4,50.85,50.35,2,4,11.73,3,9.63,30.94,0
15,7,23.2,90.98,5,0,15.22,7,5.97,30.97,1
4,3,55.19,100.0,1,1,14.04,8,10.62,48.3,1
21,1,53.89,95.46,1,1,7.21,3,12.39,25.9,0
13,9,54.25,35.84,3,1,6.98,0,9.66,31.87,1
22,6,67.51,72.4,3,0,16.16,1,9.39,36.39,0
19,8,61.64,66.15,0,2,4.92,4,13.46,24.39,0
34,3,31.87,52.94,1,1,2.9,4,13.24,27.61,0
14,8,67.74,81.97,2,2,16.68,2,7.52,29.49,1
4,2,46.86,72.23,2,2,4.94,2,9.29,19.97,0
48,12,20.45,57.54,3,0,7.62,3,16.86,18.09,1
53,4,48.37,44.15,0,0,11.24,4,11.09,33.89,1
52,3,59.71,65.87,1,1,5.3,1,14.39,28.43,1
46,10,34.79,75.12,1,1,1.91,5,7.44,28.72,1
27,1,69.99,73.22,1,1,7.53,6,6.14,37.68,0
29,7,36.15,90.94,2,1,9.58,2,8.01,12.35,0
47,11,42.78,80.07,2,1,7.15,4,8.53,35.87,0
28,10,40.03,69.83,0,1,7.86,3,11.2,32.65,1
35,2,24.37,62.74,3,1,10.01,2,12.39,15.92,1
8,4,35.1,48.44,2,0,4.19,1,8.27,35.06,1
16,9,39.32,58.63,1,4,8.59,3,5.17,35.37,0
42,6,48.05,95.37,2,1,10.0,3,10.32,33.1,0
36,8,10.0,87.97,1,0,10.34,2,15.32,36.52,1
30,2,60.75,79.33,2,1,10.58,3,17.16,23.08,1
18,7,60.6,67.59,0,2,13.66,2,2.04,23.96,0
2,6,67.72,93.62,1,0,11.85,2,12.56,39.58,0
49,9,27.63,59.83,2,1,7.93,6,15.79,5.0,1
13,7,45.61,60.0,0,0,12.04,2,7.93,30.05,0
4,1,64.12,73.6,2,2,9.68,4,10.54,31.03,1
26,8,65.41,42.25,1,0,2.86,6,12.98,13.38,1
25,11,72.18,59.41,3,0,3.77,2,13.27,25.63,1
30,10,51.54,71.46,1,0,9.91,5,7.95,29.5,1
11,3,49.16,68.08,2,0,17.36,1,15.51,24.18,1
7,2,26.63,60.18,2,0,6.52,5,9.85,33.35,1
31,12,65.97,100.0,0,1,8.35,2,7.51,31.87,0
44,3,43.1,95.45,2,0,7.62,3,5.93,29.63,0
10,11,50.51,100.0,3,2,3.14,3,13.25,20.59,0
39,6,49.51,73.51,2,2,9.16,2,6.25,7.35,1
13,3,14.08,67.67,2,1,4.08,0,14.87,42.61,0
31,10,37.83,99.02,5,3,21.42,3,13.78,7.25,1
7,5,56.81,76.28,1,2,5.87,3,3.75,13.63,0
56,6,49.27,59.09,3,1,8.48,5,12.0,17.95,1
49,8,56.93,60.13,2,2,4.77,2,3.53,31.92,0
42,7,61.76,70.13,2,0,11.38,1,6.11,27.22,1
42,11,37.65,74.67,4,2,18.05,5,17.07,35.3,1
56,8,42.27,76.22,4,2,3.86,3,9.95,46.21,0
36,3,47.88,72.25,2,2,0.67,2,7.48,31.33,0
20,4,61.6,100.0,3,2,5.37,2,5.52,17.2,0
4,6,46.49,54.7,3,0,15.47,2,15.14,37.29,1
54,11,23.28,85.09,3,1,3.93,2,14.71,39.67,1
7,7,47.03,67.84,2,4,1.45,2,10.82,23.3,1
54,9,61.0,74.42,0,0,15.65,5,11.31,32.28,1
1,1,70.36,89.11,1,0,6.12,3,11.34,24.34,1
44,8,54.21,48.26,1,0,5.34,3,11.42,31.93,1
56,8,27.71,60.81,0,1,16.19,3,13.25,24.32,1
45,6,43.9,73.0,6,1,14.03,2,7.63,30.86,1
42,4,57.13,97.14,2,0,6.17,4,3.82,26.53,0
47,3,62.99,97.06,6,0,11.3,4,15.27,48.48,1
59,11,57.61,94.16,0,0,3.29,4,5.53,10.76,0
13,3,46.23,42.1,0,1,6.53,3,12.74,25.77,1
55,6,62.88,59.25,0,1,10.5,2,11.66,47.59,1
22,8,40.39,59.87,1,2,0.93,4,8.97,44.84,0
54,7,52.77,74.17,0,0,10.33,1,7.41,29.37,0
21,11,61.25,47.2,1,0,12.22,4,11.04,17.13,0
22,1,58.65,91.47,1,2,9.27,1,15.25,32.56,1
28,11,58.99,45.08,1,0,7.71,3,4.77,26.35,0
9,6,58.61,90.49,3,0,17.12,7,9.9,34.32,1
26,7,34.27,88.06,3,2,4.83,2,17.32,33.59,1
9,12,50.26,58.58,1,2,7.67,4,13.22,31.23,1
15,7,36.36,93.93,3,1,6.51,5,5.28,26.63,1
10,9,45.66,70.0,3,3,15.04,6,6.74,26.43,0
24,11,32.47,66.11,1,0,5.61,3,13.93,38.14,1
58,11,55.17,68.68,2,1,6.56,2,4.88,18.24,0
57,10,20.52,69.96,5,1,9.05,2,8.81,37.49,1
42,5,59.26,71.34,1,0,14.64,3,7.36,30.0,0
8,1,50.23,71.69,1,0,9.14,3,9.62,21.75,1
24,2,78.53,61.65,6,1,3.94,2,13.6,42.36,1
16,4,46.93,65.13,4,1,5.84,2,9.49,12.93,1
49,5,46.93,66.43,1,0,11.69,3,8.17,26.85,1
